year,world_rank,institution,country
2017,20,Washington University in St. Louis,United States
2017,21,"University of California, San Francisco",United States
2017,22,Northwestern University,United States
2017,23,University of Toronto,Canada
2017,24,The University of Tokyo,Japan
2017,24,University of Michigan-Ann Arbor,United States
2017,26,Duke University,United States
2017,27,Imperial College London,United Kingdom
2017,28,University of Wisconsin - Madison,United States
2017,29,New York University,United States
2017,30,University of Copenhagen,Denmark
2017,31,University of British Columbia,Canada
2017,32,The University of Edinburgh,United Kingdom
2017,33,University of North Carolina at Chapel Hill,United States
2017,34,"University of Minnesota, Twin Cities",United States
2017,35,Kyoto University,Japan
2017,36,Rockefeller University,United States
2017,37,University of Illinois at Urbana-Champaign,United States
2017,38,The University of Manchester,United Kingdom
2017,39,The University of Melbourne,Australia
2017,40,Pierre and Marie Curie University - Paris 6,France
2017,41,University of Paris-Sud (Paris 11),France
2017,42,Heidelberg University,Germany
2017,43,University of Colorado at Boulder,United States
2017,44,Karolinska Institute,Sweden
2017,45,"University of California, Santa Barbara",United States
2017,46,King's College London,United Kingdom
2017,47,Utrecht University,Netherlands
2017,48,The University of Texas Southwestern Medical Center at Dallas,United States
2017,48,Tsinghua University,China
2017,50,Technical University Munich,Germany
2017,51,The University of Texas at Austin,United States
2017,52,Vanderbilt University,United States
2017,53,"University of Maryland, College Park",United States
2017,54,University of Southern California,United States
2017,55,The University of Queensland,Australia
2017,56,University of Helsinki,Finland
2017,57,University of Munich,Germany
2017,58,University of Zurich,Switzerland
2017,59,University of Groningen,Netherlands
2017,60,University of Geneva,Switzerland
2017,61,University of Bristol,United Kingdom
2017,62,University of Oslo,Norway
2017,63,Uppsala University,Sweden
2017,64,"University of California, Irvine",United States
2017,65,Aarhus University,Denmark
2017,66,McMaster University,Canada
2017,67,McGill University,Canada
2017,68,"University of Pittsburgh, Pittsburgh Campus",United States
2017,69,Ecole Normale Superieure - Paris,France
2017,69,Ghent University,Belgium
2017,71,Mayo Medical School,United States
2017,71,Peking University,China
2017,73,Erasmus University Rotterdam,Netherlands
2017,74,Rice University,United States
2017,74,Stockholm University,Sweden
2017,76,Swiss Federal Institute of Technology Lausanne,Switzerland
2017,77,Purdue University - West Lafayette,United States
2017,78,Monash University,Australia
2017,79,"Rutgers, The State University of New Jersey - New Brunswick",United States
2017,80,Boston University,United States
2017,80,Carnegie Mellon University,United States
2017,80,The Ohio State University - Columbus,United States
2017,83,University of Sydney,Australia
2017,84,Nagoya University,Japan
2017,85,Georgia Institute of Technology,United States
2017,85,Pennsylvania State University - University Park,United States
2017,85,"University of California, Davis",United States
2017,88,Leiden University,Netherlands
2017,88,University of Florida,United States
2017,90,KU Leuven,Belgium
2017,91,National University of Singapore,Singapore
2017,91,The University of Western Australia,Australia
2017,93,Moscow State University,Russia
2017,93,Technion-Israel Institute of Technology,Israel
2017,95,University of Basel,Switzerland
2017,95,University of Goettingen,Germany
2017,97,The Australian National University,Australia
2017,98,"University of California, Santa Cruz",United States
2017,99,Cardiff University,United Kingdom
2017,99,University of Arizona,United States
2018,1,"Harvard University","United States"
2018,2,"Stanford University","United States"
2018,3,"University of Cambridge","United Kingdom"
2018,4,"Massachusetts Institute of Technology (MIT)","United States"
2018,5,"University of California, Berkeley","United States"
2018,6,"Princeton University","United States"
2018,7,"University of Oxford","United Kingdom"
2018,8,"Columbia University","United States"
2018,9,"California Institute of Technology","United States"
2018,10,"University of Chicago","United States"
2018,11,"University of California, Los Angeles","United States"
2018,12,"Cornell University","United States"
2018,12,"Yale University","United States"
2018,14,"University of Washington","United States"
2018,15,"University of California, San Diego","United States"
2018,16,"University of Pennsylvania","United States"
2018,17,"University College London","United Kingdom"
2018,18,"Johns Hopkins University","United States"
2018,19,"Swiss Federal Institute of Technology Zurich","Switzerland"
2018,20,"Washington University in St. Louis","United States"
2018,21,"University of California, San Francisco","United States"
2018,22,"The University of Tokyo","Japan"
2018,23,"University of Toronto","Canada"
2018,24,"Imperial College London","United Kingdom"
2018,25,"Northwestern University","United States"
2018,26,"Duke University","United States"
2018,27,"University of Michigan-Ann Arbor","United States"
2018,28,"University of Wisconsin - Madison","United States"
2018,29,"University of Copenhagen","Denmark"
2018,30,"Rockefeller University","United States"
2018,30,"University of North Carolina at Chapel Hill","United States"
2018,32,"New York University","United States"
2018,32,"The University of Edinburgh","United Kingdom"
2018,34,"The University of Manchester","United Kingdom"
2018,35,"Kyoto University","Japan"
2018,36,"Sorbonne University","France"
2018,37,"University of Minnesota, Twin Cities","United States"
2018,38,"The University of Melbourne","Australia"
2018,38,"University of Colorado at Boulder","United States"
2018,40,"The University of Texas at Austin","United States"
2018,41,"University of Illinois at Urbana-Champaign","United States"
2018,42,"University of Paris-Sud (Paris 11)","France"
2018,43,"University of British Columbia","Canada"
2018,44,"Karolinska Institute","Sweden"
2018,45,"Tsinghua University","China"
2018,46,"University of California, Santa Barbara","United States"
2018,47,"Heidelberg University","Germany"
2018,48,"Technical University Munich","Germany"
2018,48,"The University of Texas Southwestern Medical Center at Dallas","United States"
2018,50,"Vanderbilt University","United States"
2018,51,"University of Maryland, College Park","United States"
2018,51,"Utrecht University","Netherlands"
2018,53,"University of Munich","Germany"
2018,54,"University of Zurich","Switzerland"
2018,55,"The University of Queensland","Australia"
2018,56,"King's College London","United Kingdom"
2018,57,"Peking University","China"
2018,57,"University of Helsinki","Finland"
2018,59,"University of Geneva","Switzerland"
2018,60,"University of Southern California","United States"
2018,61,"Ghent University","Belgium"
2018,62,"University of Oslo","Norway"
2018,63,"Uppsala University","Sweden"
2018,64,"Ecole Normale Superieure - Paris","France"
2018,65,"Aarhus University","Denmark"
2018,66,"University of Groningen","Netherlands"
2018,67,"Zhejiang University","China"
2018,68,"University of Sydney","Australia"
2018,69,"The Australian National University","Australia"
2018,70,"Boston University","United States"
2018,70,"McGill University","Canada"
2018,70,"Purdue University - West Lafayette","United States"
2018,70,"Rice University","United States"
2018,74,"Leiden University","Netherlands"
2018,74,"Pennsylvania State University - University Park","United States"
2018,74,"University of Bristol","United Kingdom"
2018,77,"Stockholm University","Sweden"
2018,77,"Technion-Israel Institute of Technology","Israel"
2018,79,"Erasmus University Rotterdam","Netherlands"
2018,79,"Georgia Institute of Technology","United States"
2018,81,"Mayo Medical School","United States"
2018,81,"Swiss Federal Institute of Technology Lausanne","Switzerland"
2018,83,"Nagoya University","Japan"
2018,83,"University of California, Irvine","United States"
2018,85,"National University of Singapore","Singapore"
2018,86,"KU Leuven","Belgium"
2018,86,"McMaster University","Canada"
2018,86,"Moscow State University","Russia"
2018,86,"University of Florida","United States"
2018,90,"University of Pittsburgh, Pittsburgh Campus","United States"
2018,91,"Carnegie Mellon University","United States"
2018,91,"Monash University","Australia"
2018,93,"The University of Western Australia","Australia"
2018,94,"The Ohio State University - Columbus","United States"
2018,95,"The Hebrew University of Jerusalem","Israel"
2018,96,"Nanyang Technological University","Singapore"
2018,96,"University of Basel","Switzerland"
2018,96,"University of California, Davis","United States"
2018,99,"University of Goettingen","Germany"
2018,100,"The University of Texas M. D. Anderson Cancer Center","United States"
2019,1,"Harvard University","United States"
2019,2,"Stanford University","United States"
2019,3,"University of Cambridge","United Kingdom"
2019,4,"Massachusetts Institute of Technology (MIT)","United States"
2019,5,"University of California, Berkeley","United States"
2019,6,"Princeton University","United States"
2019,7,"University of Oxford","United Kingdom"
2019,8,"Columbia University","United States"
2019,9,"California Institute of Technology","United States"
2019,10,"University of Chicago","United States"
2019,11,"University of California, Los Angeles","United States"
2019,11,"Yale University","United States"
2019,13,"Cornell University","United States"
2019,14,"University of Washington","United States"
2019,15,"University College London","United Kingdom"
2019,16,"Johns Hopkins University","United States"
2019,17,"University of Pennsylvania","United States"
2019,18,"University of California, San Diego","United States"
2019,19,"Swiss Federal Institute of Technology Zurich","Switzerland"
2019,20,"University of California, San Francisco","United States"
2019,20,"University of Michigan-Ann Arbor","United States"
2019,22,"Washington University in St. Louis","United States"
2019,23,"Imperial College London","United Kingdom"
2019,24,"University of Toronto","Canada"
2019,25,"The University of Tokyo","Japan"
2019,26,"University of Copenhagen","Denmark"
2019,27,"University of Wisconsin - Madison","United States"
2019,28,"Duke University","United States"
2019,29,"Northwestern University","United States"
2019,30,"New York University","United States"
2019,31,"The University of Edinburgh","United Kingdom"
2019,32,"Kyoto University","Japan"
2019,33,"The University of Manchester","United Kingdom"
2019,33,"University of North Carolina at Chapel Hill","United States"
2019,35,"Rockefeller University","United States"
2019,35,"University of British Columbia","Canada"
2019,37,"University of Paris-Sud (Paris 11)","France"
2019,38,"Karolinska Institute","Sweden"
2019,38,"University of Colorado at Boulder","United States"
2019,38,"University of Illinois at Urbana-Champaign","United States"
2019,41,"The University of Melbourne","Australia"
2019,41,"University of Minnesota, Twin Cities","United States"
2019,43,"Tsinghua University","China"
2019,44,"Sorbonne University","France"
2019,45,"The University of Texas at Austin","United States"
2019,46,"University of Maryland, College Park","United States"
2019,47,"Heidelberg University","Germany"
2019,48,"University of California, Santa Barbara","United States"
2019,49,"The University of Texas Southwestern Medical Center at Dallas","United States"
2019,49,"Utrecht University","Netherlands"
2019,51,"King's College London","United Kingdom"
2019,52,"University of Munich","Germany"
2019,53,"Peking University","China"
2019,54,"The University of Queensland","Australia"
2019,55,"University of Southern California","United States"
2019,55,"Vanderbilt University","United States"
2019,57,"Technical University Munich","Germany"
2019,58,"University of Geneva","Switzerland"
2019,59,"University of Oslo","Norway"
2019,60,"Aarhus University","Denmark"
2019,61,"University of Zurich","Switzerland"
2019,62,"Uppsala University","Sweden"
2019,63,"University of Helsinki","Finland"
2019,64,"University of Bristol","United Kingdom"
2019,65,"University of Groningen","Netherlands"
2019,66,"Ghent University","Belgium"
2019,67,"National University of Singapore","Singapore"
2019,68,"Erasmus University Rotterdam","Netherlands"
2019,68,"The University of Texas M. D. Anderson Cancer Center","United States"
2019,70,"University of Bonn","Germany"
2019,70,"Zhejiang University","China"
2019,72,"Purdue University - West Lafayette","United States"
2019,73,"Monash University","Australia"
2019,73,"Nanyang Technological University","Singapore"
2019,73,"Stockholm University","Sweden"
2019,76,"Boston University","United States"
2019,76,"The Australian National University","Australia"
2019,78,"Swiss Federal Institute of Technology Lausanne","Switzerland"
2019,79,"Ecole Normale Superieure - Paris","France"
2019,80,"University of California, Irvine","United States"
2019,80,"University of Sydney","Australia"
2019,82,"Leiden University","Netherlands"
2019,82,"Shanghai Jiao Tong University","China"
2019,84,"Brown University","United States"
2019,85,"KU Leuven","Belgium"
2019,85,"Technion-Israel Institute of Technology","Israel"
2019,87,"Moscow State University","Russia"
2019,87,"University of Basel","Switzerland"
2019,89,"University of Pittsburgh, Pittsburgh Campus","United States"
2019,90,"McGill University","Canada"
2019,90,"McMaster University","Canada"
2019,90,"Nagoya University","Japan"
2019,90,"University of California, Davis","United States"
2019,94,"The University of New South Wales","Australia"
2019,95,"Carnegie Mellon University","United States"
2019,95,"Rice University","United States"
2019,95,"University of Florida","United States"
2019,98,"Pennsylvania State University - University Park","United States"
2019,99,"The University of Western Australia","Australia"
2019,100,"The Ohio State University - Columbus","United States"
2020,1,"Harvard University","United States"
2020,2,"Stanford University","United States"
2020,3,"University of Cambridge","United Kingdom"
2020,4,"Massachusetts Institute of Technology (MIT)","United States"
2020,5,"University of California, Berkeley","United States"
2020,6,"Princeton University","United States"
2020,7,"Columbia University","United States"
2020,8,"California Institute of Technology","United States"
2020,9,"University of Oxford","United Kingdom"
2020,10,"University of Chicago","United States"
2020,11,"Yale University","United States"
2020,12,"Cornell University","United States"
2020,13,"University of California, Los Angeles","United States"
2020,14,"Paris-Saclay University","France"
2020,15,"Johns Hopkins University","United States"
2020,16,"University College London","United Kingdom"
2020,16,"University of Washington","United States"
2020,18,"University of California, San Diego","United States"
2020,19,"University of Pennsylvania","United States"
2020,20,"ETH Zurich","Switzerland"
2020,21,"University of California, San Francisco","United States"
2020,22,"University of Michigan-Ann Arbor","United States"
2020,23,"University of Toronto","Canada"
2020,23,"Washington University in St. Louis","United States"
2020,25,"Imperial College London","United Kingdom"
2020,26,"The University of Tokyo","Japan"
2020,27,"Duke University","United States"
2020,27,"New York University","United States"
2020,29,"Tsinghua University","China"
2020,30,"Northwestern University","United States"
2020,30,"University of North Carolina at Chapel Hill","United States"
2020,32,"University of Wisconsin - Madison","United States"
2020,33,"University of Copenhagen","Denmark"
2020,34,"Kyoto University","Japan"
2020,35,"The University of Melbourne","Australia"
2020,36,"PSL University","France"
2020,36,"The University of Manchester","United Kingdom"
2020,38,"University of British Columbia","Canada"
2020,39,"Sorbonne University","France"
2020,40,"University of Minnesota, Twin Cities","United States"
2020,41,"The University of Texas at Austin","United States"
2020,42,"The University of Edinburgh","United Kingdom"
2020,43,"Rockefeller University","United States"
2020,44,"University of Colorado at Boulder","United States"
2020,45,"Karolinska Institute","Sweden"
2020,45,"University of Illinois at Urbana-Champaign","United States"
2020,47,"King's College London","United Kingdom"
2020,48,"The University of Texas Southwestern Medical Center at Dallas","United States"
2020,49,"Peking University","China"
2020,49,"University of California, Santa Barbara","United States"
2020,51,"University of Munich","Germany"
2020,52,"Utrecht University","Netherlands"
2020,53,"University of Maryland, College Park","United States"
2020,54,"Technical University of Munich","Germany"
2020,54,"The University of Queensland","Australia"
2020,56,"University of Zurich","Switzerland"
2020,57,"Heidelberg University","Germany"
2020,58,"Zhejiang University","China"
2020,59,"University of Geneva","Switzerland"
2020,60,"University of Oslo","Norway"
2020,61,"University of Southern California","United States"
2020,62,"Vanderbilt University","United States"
2020,63,"Shanghai Jiao Tong University","China"
2020,64,"University of Bristol","United Kingdom"
2020,65,"University of Paris","France"
2020,66,"Ghent University","Belgium"
2020,67,"The Australian National University","Australia"
2020,67,"The University of Texas M. D. Anderson Cancer Center","United States"
2020,69,"Aarhus University","Denmark"
2020,69,"Stockholm University","Sweden"
2020,69,"University of California, Irvine","United States"
2020,69,"University of Groningen","Netherlands"
2020,73,"University of Science and Technology of China","China"
2020,74,"The University of New South Wales","Australia"
2020,74,"University of Helsinki","Finland"
2020,74,"University of Sydney","Australia"
2020,77,"Uppsala University","Sweden"
2020,78,"McGill University","Canada"
2020,79,"Purdue University - West Lafayette","United States"
2020,80,"Erasmus University Rotterdam","Netherlands"
2020,80,"Leiden University","Netherlands"
2020,80,"National University of Singapore","Singapore"
2020,83,"Nagoya University","Japan"
2020,83,"Swiss Federal Institute of Technology Lausanne","Switzerland"
2020,85,"Monash University","Australia"
2020,85,"The University of Western Australia","Australia"
2020,87,"University of Bonn","Germany"
2020,88,"University of Basel","Switzerland"
2020,88,"University of Florida","United States"
2020,90,"Boston University","United States"
2020,91,"Nanyang Technological University","Singapore"
2020,91,"University of California, Davis","United States"
2020,93,"Moscow State University","Russia"
2020,93,"Weizmann Institute of Science","Israel"
2020,95,"Carnegie Mellon University","United States"
2020,96,"University of Pittsburgh","United States"
2020,97,"KU Leuven","Belgium"
2020,98,"McMaster University","Canada"
2020,99,"Université Grenoble Alpes","France"
2020,100,"Fudan University","China"
2021,1,"Harvard University","United States"
2021,2,"Stanford University","United States"
2021,3,"University of Cambridge","United Kingdom"
2021,4,"Massachusetts Institute of Technology (MIT)","United States"
2021,5,"University of California, Berkeley","United States"
2021,6,"Princeton University","United States"
2021,7,"University of Oxford","United Kingdom"
2021,8,"Columbia University","United States"
2021,9,"California Institute of Technology","United States"
2021,10,"University of Chicago","United States"
2021,11,"Yale University","United States"
2021,12,"Cornell University","United States"
2021,13,"Paris-Saclay University","France"
2021,14,"University of California, Los Angeles","United States"
2021,15,"University of Pennsylvania","United States"
2021,16,"Johns Hopkins University","United States"
2021,17,"University College London","United Kingdom"
2021,18,"University of California, San Diego","United States"
2021,19,"University of Washington","United States"
2021,20,"University of California, San Francisco","United States"
2021,21,"ETH Zurich","Switzerland"
2021,22,"University of Toronto","Canada"
2021,23,"Washington University in St. Louis","United States"
2021,24,"The University of Tokyo","Japan"
2021,25,"Imperial College London","United Kingdom"
2021,26,"University of Michigan - Ann Arbor","United States"
2021,27,"New York University","United States"
2021,28,"Tsinghua University","China"
2021,29,"University of North Carolina at Chapel Hill","United States"
2021,30,"University of Copenhagen","Denmark"
2021,31,"University of Wisconsin - Madison","United States"
2021,32,"Duke University","United States"
2021,33,"The University of Melbourne","Australia"
2021,34,"Northwestern University","United States"
2021,35,"Sorbonne University","France"
2021,35,"The University of Manchester","United Kingdom"
2021,37,"Kyoto University","Japan"
2021,38,"PSL University","France"
2021,38,"The University of Edinburgh","United Kingdom"
2021,40,"University of Minnesota, Twin Cities","United States"
2021,41,"The University of Texas at Austin","United States"
2021,42,"Karolinska Institute","Sweden"
2021,42,"Rockefeller University","United States"
2021,42,"University of British Columbia","Canada"
2021,45,"Peking University","China"
2021,46,"University of Colorado at Boulder","United States"
2021,47,"King's College London","United Kingdom"
2021,48,"The University of Texas Southwestern Medical Center at Dallas","United States"
2021,48,"University of Munich","Germany"
2021,50,"Utrecht University","Netherlands"
2021,51,"The University of Queensland","Australia"
2021,52,"Technical University of Munich","Germany"
2021,52,"Zhejiang University","China"
2021,54,"University of Zurich","Switzerland"
2021,55,"University of Illinois at Urbana-Champaign","United States"
2021,56,"University of Maryland, College Park","United States"
2021,57,"Heidelberg University","Germany"
2021,57,"University of California, Santa Barbara","United States"
2021,59,"Shanghai Jiao Tong University","China"
2021,60,"University of Geneva","Switzerland"
2021,61,"University of Oslo","Norway"
2021,61,"University of Southern California","United States"
2021,63,"University of Science and Technology of China","China"
2021,64,"University of Groningen","Netherlands"
2021,65,"The University of New South Wales","Australia"
2021,65,"Vanderbilt University","United States"
2021,67,"McGill University","Canada"
2021,67,"The University of Texas M. D. Anderson Cancer Center","United States"
2021,69,"University of Sydney","Australia"
2021,70,"University of California, Irvine","United States"
2021,71,"Aarhus University","Denmark"
2021,71,"Ghent University","Belgium"
2021,73,"University of Paris","France"
2021,74,"Stockholm University","Sweden"
2021,75,"National University of Singapore","Singapore"
2021,76,"The Australian National University","Australia"
2021,77,"Fudan University","China"
2021,78,"University of Bristol","United Kingdom"
2021,78,"Uppsala University","Sweden"
2021,80,"Monash University","Australia"
2021,81,"Nanyang Technological University","Singapore"
2021,82,"University of Helsinki","Finland"
2021,83,"Leiden University","Netherlands"
2021,84,"Nagoya University","Japan"
2021,84,"University of Bonn","Germany"
2021,86,"Purdue University - West Lafayette","United States"
2021,87,"KU Leuven","Belgium"
2021,87,"University of Basel","Switzerland"
2021,89,"Sun Yat-sen University","China"
2021,90,"The Hebrew University of Jerusalem","Israel"
2021,91,"Swiss Federal Institute of Technology Lausanne","Switzerland"
2021,92,"McMaster University","Canada"
2021,92,"Weizmann Institute of Science","Israel"
2021,94,"Technion-Israel Institute of Technology","Israel"
2021,95,"Boston University","United States"
2021,96,"The University of Western Australia","Australia"
2021,97,"Carnegie Mellon University","United States"
2021,97,"Moscow State University","Russia"
2021,97,"University of Florida","United States"
2021,100,"University of California, Davis","United States"
2022,1,"Harvard University","United States"
2022,2,"Stanford University","United States"
2022,3,"Massachusetts Institute of Technology (MIT)","United States"
2022,4,"University of Cambridge","United Kingdom"
2022,5,"University of California, Berkeley","United States"
2022,6,"Princeton University","United States"
2022,7,"University of Oxford","United Kingdom"
2022,8,"Columbia University","United States"
2022,9,"California Institute of Technology","United States"
2022,10,"University of Chicago","United States"
2022,11,"Yale University","United States"
2022,12,"Cornell University","United States"
2022,13,"University of California, Los Angeles","United States"
2022,14,"Johns Hopkins University","United States"
2022,15,"University of Pennsylvania","United States"
2022,16,"Paris-Saclay University","France"
2022,17,"University of Washington","United States"
2022,18,"University College London","United Kingdom"
2022,19,"University of California, San Francisco","United States"
2022,20,"ETH Zurich","Switzerland"
2022,21,"University of California, San Diego","United States"
2022,22,"University of Toronto","Canada"
2022,23,"Imperial College London","United Kingdom"
2022,24,"The University of Tokyo","Japan"
2022,25,"New York University","United States"
2022,26,"Tsinghua University","China"
2022,27,"Washington University in St. Louis","United States"
2022,28,"University of Michigan-Ann Arbor","United States"
2022,29,"University of North Carolina at Chapel Hill","United States"
2022,30,"Northwestern University","United States"
2022,31,"Duke University","United States"
2022,32,"The University of Melbourne","Australia"
2022,33,"University of Wisconsin - Madison","United States"
2022,34,"Peking University","China"
2022,35,"The University of Edinburgh","United Kingdom"
2022,36,"Zhejiang University","China"
2022,37,"The University of Texas at Austin","United States"
2022,38,"The University of Manchester","United Kingdom"
2022,39,"University of Copenhagen","Denmark"
2022,40,"PSL University","France"
2022,41,"Karolinska Institute","Sweden"
2022,41,"Kyoto University","Japan"
2022,43,"Sorbonne University","France"
2022,44,"Rockefeller University","United States"
2022,44,"University of British Columbia","Canada"
2022,44,"University of Minnesota, Twin Cities","United States"
2022,47,"The University of Queensland","Australia"
2022,48,"King's College London","United Kingdom"
2022,49,"University of Illinois at Urbana-Champaign","United States"
2022,50,"University of Maryland, College Park","United States"
2022,51,"University of Colorado at Boulder","United States"
2022,52,"The University of Texas Southwestern Medical Center at Dallas","United States"
2022,53,"University of Southern California","United States"
2022,54,"Shanghai Jiao Tong University","China"
2022,54,"Utrecht University","Netherlands"
2022,56,"Technical University of Munich","Germany"
2022,57,"University of California, Santa Barbara","United States"
2022,57,"University of Munich","Germany"
2022,59,"University of Zurich","Switzerland"
2022,60,"University of Sydney","Australia"
2022,61,"University of California, Irvine","United States"
2022,62,"University of Geneva","Switzerland"
2022,62,"University of Science and Technology of China","China"
2022,64,"The University of New South Wales","Australia"
2022,64,"Vanderbilt University","United States"
2022,66,"University of Groningen","Netherlands"
2022,67,"Fudan University","China"
2022,67,"University of Oslo","Norway"
2022,69,"Aarhus University","Denmark"
2022,70,"Heidelberg University","Germany"
2022,71,"National University of Singapore","Singapore"
2022,71,"The University of Texas M. D. Anderson Cancer Center","United States"
2022,73,"McGill University","Canada"
2022,74,"Ghent University","Belgium"
2022,75,"Monash University","Australia"
2022,76,"University of Bonn","Germany"
2022,77,"The Hebrew University of Jerusalem","Israel"
2022,78,"Université Paris Cité","France"
2022,79,"Sun Yat-sen University","China"
2022,79,"The Australian National University","Australia"
2022,81,"University of Bristol","United Kingdom"
2022,82,"University of Pittsburgh","United States"
2022,83,"Purdue University - West Lafayette","United States"
2022,83,"Technion-Israel Institute of Technology","Israel"
2022,83,"University of Basel","Switzerland"
2022,83,"Weizmann Institute of Science","Israel"
2022,87,"Erasmus University Rotterdam","Netherlands"
2022,88,"Nanyang Technological University","Singapore"
2022,89,"Uppsala University","Sweden"
2022,90,"McMaster University","Canada"
2022,90,"Stockholm University","Sweden"
2022,92,"University of Alberta","Canada"
2022,92,"University of Helsinki","Finland"
2022,94,"University of Florida","United States"
2022,95,"KU Leuven","Belgium"
2022,96,"Huazhong University of Science and Technology","China"
2022,96,"The University of Hong Kong","China-Hong Kong"
2022,98,"Seoul National University","South Korea"
2022,99,"Brown University","United States"
2022,99,"The University of Western Australia","Australia"
2023,1,"Harvard University","United States"
2023,2,"Stanford University","United States"
2023,3,"Massachusetts Institute of Technology (MIT)","United States"
2023,4,"University of Cambridge","United Kingdom"
2023,5,"University of California, Berkeley","United States"
2023,6,"Princeton University","United States"
2023,7,"University of Oxford","United Kingdom"
2023,8,"Columbia University","United States"
2023,9,"California Institute of Technology","United States"
2023,10,"University of Chicago","United States"
2023,11,"Yale University","United States"
2023,12,"Cornell University","United States"
2023,13,"University of California, Los Angeles","United States"
2023,14,"University of Pennsylvania","United States"
2023,15,"Paris-Saclay University","France"
2023,16,"Johns Hopkins University","United States"
2023,17,"University College London","United Kingdom"
2023,18,"University of Washington","United States"
2023,19,"University of California, San Diego","United States"
2023,20,"ETH Zurich","Switzerland"
2023,21,"University of California, San Francisco","United States"
2023,22,"Tsinghua University","China"
2023,23,"Imperial College London","United Kingdom"
2023,24,"University of Toronto","Canada"
2023,25,"Washington University in St. Louis","United States"
2023,26,"University of Michigan-Ann Arbor","United States"
2023,27,"The University of Tokyo","Japan"
2023,28,"New York University","United States"
2023,29,"Peking University","China"
2023,30,"Northwestern University","United States"
2023,31,"University of North Carolina at Chapel Hill","United States"
2023,32,"University of Copenhagen","Denmark"
2023,33,"Zhejiang University","China"
2023,34,"Duke University","United States"
2023,35,"The University of Melbourne","Australia"
2023,35,"University of Wisconsin - Madison","United States"
2023,37,"Karolinska Institute","Sweden"
2023,38,"The University of Edinburgh","United Kingdom"
2023,39,"Kyoto University","Japan"
2023,39,"Rockefeller University","United States"
2023,41,"PSL University","France"
2023,41,"The University of Manchester","United Kingdom"
2023,43,"The University of Texas at Austin","United States"
2023,44,"University of British Columbia","Canada"
2023,44,"University of Minnesota, Twin Cities","United States"
2023,46,"Shanghai Jiao Tong University","China"
2023,46,"Sorbonne University","France"
2023,48,"The University of Texas Southwestern Medical Center at Dallas","United States"
2023,49,"University of Geneva","Switzerland"
2023,50,"University of Maryland, College Park","United States"
2023,51,"The University of Queensland","Australia"
2023,52,"University of Illinois at Urbana-Champaign","United States"
2023,52,"Utrecht University","Netherlands"
2023,54,"Swiss Federal Institute of Technology Lausanne","Switzerland"
2023,55,"Heidelberg University","Germany"
2023,56,"Fudan University","China"
2023,57,"University of Colorado at Boulder","United States"
2023,58,"University of Southern California","United States"
2023,59,"King's College London","United Kingdom"
2023,59,"Technical University of Munich","Germany"
2023,59,"University of Munich","Germany"
2023,59,"University of Zurich","Switzerland"
2023,63,"University of California, Santa Barbara","United States"
2023,64,"University of Science and Technology of China","China"
2023,65,"University of California, Irvine","United States"
2023,66,"Vanderbilt University","United States"
2023,67,"University of Bonn","Germany"
2023,68,"Weizmann Institute of Science","Israel"
2023,69,"Université Paris Cité","France"
2023,70,"McGill University","Canada"
2023,71,"National University of Singapore","Singapore"
2023,72,"The University of New South Wales","Australia"
2023,73,"Sun Yat-sen University","China"
2023,73,"University of Oslo","Norway"
2023,73,"University of Sydney","Australia"
2023,76,"University of Groningen","Netherlands"
2023,77,"Monash University","Australia"
2023,78,"Aarhus University","Denmark"
2023,79,"Technion-Israel Institute of Technology","Israel"
2023,80,"The University of Texas M. D. Anderson Cancer Center","United States"
2023,81,"University of Basel","Switzerland"
2023,82,"Uppsala University","Sweden"
2023,83,"University of Pittsburgh","United States"
2023,84,"Ghent University","Belgium"
2023,84,"The Australian National University","Australia"
2023,86,"KU Leuven","Belgium"
2023,86,"The Hebrew University of Jerusalem","Israel"
2023,88,"Erasmus University Rotterdam","Netherlands"
2023,88,"The University of Hong Kong","China-Hong Kong"
2023,88,"University of Bristol","United Kingdom"
2023,91,"Huazhong University of Science and Technology","China"
2023,91,"University of Alberta","Canada"
2023,93,"Nanyang Technological University","Singapore"
2023,94,"Seoul National University","South Korea"
2023,95,"Central South University","China"
2023,96,"Nanjing University","China"
2023,96,"Purdue University - West Lafayette","United States"
2023,98,"Brown University","United States"
2023,98,"McMaster University","Canada"
2023,98,"Stockholm University","Sweden"
2024,1,"Harvard University","United States"
2024,2,"Stanford University","United States"
2024,3,"Massachusetts Institute of Technology (MIT)","United States"
2024,4,"University of Cambridge","United Kingdom"
2024,5,"University of California, Berkeley","United States"
2024,6,"University of Oxford","United Kingdom"
2024,7,"Princeton University","United States"
2024,8,"California Institute of Technology","United States"
2024,8,"Columbia University","United States"
2024,10,"University of Chicago","United States"
2024,11,"Yale University","United States"
2024,12,"Cornell University","United States"
2024,12,"Paris-Saclay University","France"
2024,14,"University of Pennsylvania","United States"
2024,15,"University of California, Los Angeles","United States"
2024,16,"University College London","United Kingdom"
2024,17,"Johns Hopkins University","United States"
2024,18,"University of California, San Diego","United States"
2024,18,"University of Washington","United States"
2024,20,"University of California, San Francisco","United States"
2024,21,"ETH Zurich","Switzerland"
2024,22,"Tsinghua University","China"
2024,23,"Washington University in St. Louis","United States"
2024,24,"Peking University","China"
2024,25,"Imperial College London","United Kingdom"
2024,26,"University of Toronto","Canada"
2024,27,"Zhejiang University","China"
